unit_id,variant_id,shift_id,sequence_number,start_time_s
UNIT-001469,SEDAN,SHIFT_2,1469,88140.0
UNIT-001470,SEDAN,SHIFT_2,1470,88200.0
UNIT-001471,SEDAN,SHIFT_2,1471,88260.0
UNIT-001472,SEDAN,SHIFT_2,1472,88320.0
UNIT-001473,SEDAN,SHIFT_2,1473,88380.0
UNIT-001474,SUV,SHIFT_2,1474,88440.0
UNIT-001475,SUV,SHIFT_2,1475,88500.0
UNIT-001476,SUV,SHIFT_2,1476,88560.0
UNIT-001477,SEDAN,SHIFT_2,1477,88620.0
UNIT-001478,SEDAN,SHIFT_2,1478,88680.0
UNIT-001479,SEDAN,SHIFT_2,1479,88740.0
UNIT-001480,SEDAN,SHIFT_2,1480,88800.0
UNIT-001481,SUV,SHIFT_2,1481,88860.0
UNIT-001482,SUV,SHIFT_2,1482,88920.0
UNIT-001483,SUV,SHIFT_2,1483,88980.0
UNIT-001484,SEDAN,SHIFT_2,1484,89040.0
UNIT-001485,SUV,SHIFT_2,1485,89100.0
UNIT-001486,SUV,SHIFT_2,1486,89160.0
UNIT-001487,SEDAN,SHIFT_2,1487,89220.0
UNIT-001488,SEDAN,SHIFT_2,1488,89280.0
UNIT-001489,SEDAN,SHIFT_2,1489,89340.0
UNIT-001490,SEDAN,SHIFT_2,1490,89400.0
UNIT-001491,SUV,SHIFT_2,1491,89460.0
UNIT-001492,SUV,SHIFT_2,1492,89520.0
UNIT-001493,SEDAN,SHIFT_2,1493,89580.0
UNIT-001494,SUV,SHIFT_2,1494,89640.0
UNIT-001495,SUV,SHIFT_2,1495,89700.0
UNIT-001496,SEDAN,SHIFT_2,1496,89760.0
UNIT-001497,SEDAN,SHIFT_2,1497,89820.0
UNIT-001498,SEDAN,SHIFT_2,1498,89880.0
UNIT-001499,SEDAN,SHIFT_2,1499,89940.0
UNIT-001500,SUV,SHIFT_2,1500,90000.0
UNIT-001501,SEDAN,SHIFT_2,1501,90060.0
UNIT-001502,SUV,SHIFT_2,1502,90120.0
UNIT-001503,SUV,SHIFT_2,1503,90180.0
UNIT-001504,SEDAN,SHIFT_2,1504,90240.0
UNIT-001505,SUV,SHIFT_2,1505,90300.0
UNIT-001506,SEDAN,SHIFT_2,1506,90360.0
UNIT-001507,SUV,SHIFT_2,1507,90420.0
UNIT-001508,SUV,SHIFT_2,1508,90480.0
UNIT-001509,SUV,SHIFT_2,1509,90540.0
UNIT-001510,SEDAN,SHIFT_2,1510,90600.0
UNIT-001511,SEDAN,SHIFT_2,1511,90660.0
UNIT-001512,SEDAN,SHIFT_2,1512,90720.0
UNIT-001513,SEDAN,SHIFT_2,1513,90780.0
UNIT-001514,SUV,SHIFT_2,1514,90840.0
UNIT-001515,SEDAN,SHIFT_2,1515,90900.0
UNIT-001516,SEDAN,SHIFT_2,1516,90960.0
UNIT-001517,SEDAN,SHIFT_2,1517,91020.0
UNIT-001518,SEDAN,SHIFT_2,1518,91080.0
UNIT-001519,SEDAN,SHIFT_2,1519,91140.0
UNIT-001520,SUV,SHIFT_2,1520,91200.0
UNIT-001521,SEDAN,SHIFT_2,1521,91260.0
UNIT-001522,SEDAN,SHIFT_2,1522,91320.0
UNIT-001523,SEDAN,SHIFT_2,1523,91380.0
UNIT-001524,SEDAN,SHIFT_2,1524,91440.0
UNIT-001525,SEDAN,SHIFT_2,1525,91500.0
UNIT-001526,SEDAN,SHIFT_2,1526,91560.0
UNIT-001527,SEDAN,SHIFT_2,1527,91620.0
UNIT-001528,SUV,SHIFT_2,1528,91680.0
UNIT-001529,SEDAN,SHIFT_2,1529,91740.0
UNIT-001530,SEDAN,SHIFT_2,1530,91800.0
UNIT-001531,SUV,SHIFT_2,1531,91860.0
UNIT-001532,SEDAN,SHIFT_2,1532,91920.0
UNIT-001533,SEDAN,SHIFT_2,1533,91980.0
UNIT-001534,SEDAN,SHIFT_2,1534,92040.0
UNIT-001535,SEDAN,SHIFT_2,1535,92100.0
UNIT-001536,SUV,SHIFT_2,1536,92160.0
UNIT-001537,SUV,SHIFT_2,1537,92220.0
UNIT-001538,SUV,SHIFT_2,1538,92280.0
UNIT-001539,SUV,SHIFT_2,1539,92340.0
UNIT-001540,SEDAN,SHIFT_2,1540,92400.0
UNIT-001541,SEDAN,SHIFT_2,1541,92460.0
UNIT-001542,SUV,SHIFT_2,1542,92520.0
UNIT-001543,SUV,SHIFT_2,1543,92580.0
UNIT-001544,SEDAN,SHIFT_2,1544,92640.0
UNIT-001545,SUV,SHIFT_2,1545,92700.0
UNIT-001546,SEDAN,SHIFT_2,1546,92760.0
UNIT-001547,SUV,SHIFT_2,1547,92820.0
UNIT-001548,SUV,SHIFT_2,1548,92880.0
UNIT-001549,SEDAN,SHIFT_2,1549,92940.0
UNIT-001550,SUV,SHIFT_2,1550,93000.0
UNIT-001551,SUV,SHIFT_2,1551,93060.0
UNIT-001552,SEDAN,SHIFT_2,1552,93120.0
UNIT-001553,SEDAN,SHIFT_2,1553,93180.0
UNIT-001554,SEDAN,SHIFT_2,1554,93240.0
UNIT-001555,SEDAN,SHIFT_2,1555,93300.0
UNIT-001556,SUV,SHIFT_2,1556,93360.0
UNIT-001557,SEDAN,SHIFT_2,1557,93420.0
UNIT-001558,SUV,SHIFT_2,1558,93480.0
UNIT-001559,SEDAN,SHIFT_2,1559,93540.0
UNIT-001560,SUV,SHIFT_2,1560,93600.0
UNIT-001561,SUV,SHIFT_2,1561,93660.0
UNIT-001562,SUV,SHIFT_2,1562,93720.0
UNIT-001563,SEDAN,SHIFT_2,1563,93780.0
UNIT-001564,SEDAN,SHIFT_2,1564,93840.0
UNIT-001565,SUV,SHIFT_2,1565,93900.0
UNIT-001566,SUV,SHIFT_2,1566,93960.0
UNIT-001567,SEDAN,SHIFT_2,1567,94020.0
UNIT-001568,SEDAN,SHIFT_2,1568,94080.0
UNIT-001569,SEDAN,SHIFT_2,1569,94140.0
UNIT-001570,SEDAN,SHIFT_2,1570,94200.0
UNIT-001571,SEDAN,SHIFT_2,1571,94260.0
UNIT-001572,SEDAN,SHIFT_2,1572,94320.0
UNIT-001573,SEDAN,SHIFT_2,1573,94380.0
UNIT-001574,SUV,SHIFT_2,1574,94440.0
UNIT-001575,SEDAN,SHIFT_2,1575,94500.0
UNIT-001576,SUV,SHIFT_2,1576,94560.0
UNIT-001577,SEDAN,SHIFT_2,1577,94620.0
UNIT-001578,SEDAN,SHIFT_2,1578,94680.0
UNIT-001579,SEDAN,SHIFT_2,1579,94740.0
UNIT-001580,SUV,SHIFT_2,1580,94800.0
UNIT-001581,SEDAN,SHIFT_2,1581,94860.0
UNIT-001582,SEDAN,SHIFT_2,1582,94920.0
UNIT-001583,SEDAN,SHIFT_2,1583,94980.0
UNIT-001584,SEDAN,SHIFT_2,1584,95040.0
UNIT-001585,SEDAN,SHIFT_2,1585,95100.0
UNIT-001586,SEDAN,SHIFT_2,1586,95160.0
UNIT-001587,SEDAN,SHIFT_2,1587,95220.0
UNIT-001588,SUV,SHIFT_2,1588,95280.0
UNIT-001589,SUV,SHIFT_2,1589,95340.0
UNIT-001590,SEDAN,SHIFT_2,1590,95400.0
UNIT-001591,SUV,SHIFT_2,1591,95460.0
UNIT-001592,SEDAN,SHIFT_2,1592,95520.0
UNIT-001593,SEDAN,SHIFT_2,1593,95580.0
UNIT-001594,SEDAN,SHIFT_2,1594,95640.0
UNIT-001595,SUV,SHIFT_2,1595,95700.0
UNIT-001596,SEDAN,SHIFT_2,1596,95760.0
UNIT-001597,SEDAN,SHIFT_2,1597,95820.0
UNIT-001598,SEDAN,SHIFT_2,1598,95880.0
UNIT-001599,SUV,SHIFT_2,1599,95940.0
UNIT-001600,SEDAN,SHIFT_2,1600,96000.0
UNIT-001601,SEDAN,SHIFT_2,1601,96060.0
UNIT-001602,SUV,SHIFT_2,1602,96120.0
UNIT-001603,SEDAN,SHIFT_2,1603,96180.0
UNIT-001604,SEDAN,SHIFT_2,1604,96240.0
UNIT-001605,SEDAN,SHIFT_2,1605,96300.0
UNIT-001606,SUV,SHIFT_2,1606,96360.0
UNIT-001607,SEDAN,SHIFT_2,1607,96420.0
UNIT-001608,SUV,SHIFT_2,1608,96480.0
UNIT-001609,SEDAN,SHIFT_2,1609,96540.0
UNIT-001610,SUV,SHIFT_2,1610,96600.0
UNIT-001611,SEDAN,SHIFT_2,1611,96660.0
UNIT-001612,SEDAN,SHIFT_2,1612,96720.0
UNIT-001613,SUV,SHIFT_2,1613,96780.0
UNIT-001614,SEDAN,SHIFT_2,1614,96840.0
UNIT-001615,SEDAN,SHIFT_2,1615,96900.0
UNIT-001616,SEDAN,SHIFT_2,1616,96960.0
UNIT-001617,SEDAN,SHIFT_2,1617,97020.0
UNIT-001618,SUV,SHIFT_2,1618,97080.0
UNIT-001619,SUV,SHIFT_2,1619,97140.0
UNIT-001620,SUV,SHIFT_2,1620,97200.0
UNIT-001621,SUV,SHIFT_2,1621,97260.0
UNIT-001622,SUV,SHIFT_2,1622,97320.0
UNIT-001623,SUV,SHIFT_2,1623,97380.0
UNIT-001624,SUV,SHIFT_2,1624,97440.0
UNIT-001625,SUV,SHIFT_2,1625,97500.0
UNIT-001626,SUV,SHIFT_2,1626,97560.0
UNIT-001627,SUV,SHIFT_2,1627,97620.0
UNIT-001628,SEDAN,SHIFT_2,1628,97680.0
UNIT-001629,SUV,SHIFT_2,1629,97740.0
UNIT-001630,SEDAN,SHIFT_2,1630,97800.0
UNIT-001631,SUV,SHIFT_2,1631,97860.0
UNIT-001632,SEDAN,SHIFT_2,1632,97920.0
UNIT-001633,SEDAN,SHIFT_2,1633,97980.0
UNIT-001634,SEDAN,SHIFT_2,1634,98040.0
UNIT-001635,SUV,SHIFT_2,1635,98100.0
UNIT-001636,SUV,SHIFT_2,1636,98160.0
UNIT-001637,SEDAN,SHIFT_2,1637,98220.0
UNIT-001638,SUV,SHIFT_2,1638,98280.0
UNIT-001639,SEDAN,SHIFT_2,1639,98340.0
UNIT-001640,SEDAN,SHIFT_2,1640,98400.0
UNIT-001641,SUV,SHIFT_2,1641,98460.0
UNIT-001642,SUV,SHIFT_2,1642,98520.0
UNIT-001643,SEDAN,SHIFT_2,1643,98580.0
UNIT-001644,SEDAN,SHIFT_2,1644,98640.0
UNIT-001645,SUV,SHIFT_2,1645,98700.0
UNIT-001646,SEDAN,SHIFT_2,1646,98760.0
UNIT-001647,SUV,SHIFT_2,1647,98820.0
UNIT-001648,SEDAN,SHIFT_2,1648,98880.0
UNIT-001649,SUV,SHIFT_2,1649,98940.0
UNIT-001650,SEDAN,SHIFT_2,1650,99000.0
UNIT-001651,SEDAN,SHIFT_2,1651,99060.0
UNIT-001652,SEDAN,SHIFT_2,1652,99120.0
UNIT-001653,SUV,SHIFT_2,1653,99180.0
UNIT-001654,SUV,SHIFT_2,1654,99240.0
UNIT-001655,SUV,SHIFT_2,1655,99300.0
UNIT-001656,SEDAN,SHIFT_2,1656,99360.0
UNIT-001657,SUV,SHIFT_2,1657,99420.0
UNIT-001658,SUV,SHIFT_2,1658,99480.0
UNIT-001659,SEDAN,SHIFT_2,1659,99540.0
UNIT-001660,SUV,SHIFT_2,1660,99600.0
UNIT-001661,SUV,SHIFT_2,1661,99660.0
UNIT-001662,SEDAN,SHIFT_2,1662,99720.0
UNIT-001663,SEDAN,SHIFT_2,1663,99780.0
UNIT-001664,SUV,SHIFT_2,1664,99840.0
UNIT-001665,SEDAN,SHIFT_2,1665,99900.0
UNIT-001666,SEDAN,SHIFT_2,1666,99960.0
UNIT-001667,SUV,SHIFT_2,1667,100020.0
UNIT-001668,SEDAN,SHIFT_2,1668,100080.0
UNIT-001669,SEDAN,SHIFT_2,1669,100140.0
UNIT-001670,SEDAN,SHIFT_2,1670,100200.0
UNIT-001671,SUV,SHIFT_2,1671,100260.0
UNIT-001672,SEDAN,SHIFT_2,1672,100320.0
UNIT-001673,SEDAN,SHIFT_2,1673,100380.0
UNIT-001674,SUV,SHIFT_2,1674,100440.0
UNIT-001675,SEDAN,SHIFT_2,1675,100500.0
UNIT-001676,SUV,SHIFT_2,1676,100560.0
UNIT-001677,SEDAN,SHIFT_2,1677,100620.0
UNIT-001678,SEDAN,SHIFT_2,1678,100680.0
UNIT-001679,SEDAN,SHIFT_2,1679,100740.0
UNIT-001680,SUV,SHIFT_2,1680,100800.0
UNIT-001681,SEDAN,SHIFT_2,1681,100860.0
UNIT-001682,SUV,SHIFT_2,1682,100920.0
UNIT-001683,SEDAN,SHIFT_2,1683,100980.0
UNIT-001684,SUV,SHIFT_2,1684,101040.0
UNIT-001685,SEDAN,SHIFT_2,1685,101100.0
UNIT-001686,SEDAN,SHIFT_2,1686,101160.0
UNIT-001687,SEDAN,SHIFT_2,1687,101220.0
UNIT-001688,SEDAN,SHIFT_2,1688,101280.0
UNIT-001689,SEDAN,SHIFT_2,1689,101340.0
UNIT-001690,SEDAN,SHIFT_2,1690,101400.0
UNIT-001691,SEDAN,SHIFT_2,1691,101460.0
UNIT-001692,SEDAN,SHIFT_2,1692,101520.0
UNIT-001693,SEDAN,SHIFT_2,1693,101580.0
UNIT-001694,SUV,SHIFT_2,1694,101640.0
UNIT-001695,SEDAN,SHIFT_2,1695,101700.0
UNIT-001696,SUV,SHIFT_2,1696,101760.0
UNIT-001697,SEDAN,SHIFT_2,1697,101820.0
UNIT-001698,SEDAN,SHIFT_2,1698,101880.0
UNIT-001699,SUV,SHIFT_2,1699,101940.0
UNIT-001700,SUV,SHIFT_2,1700,102000.0
UNIT-001701,SEDAN,SHIFT_2,1701,102060.0
UNIT-001702,SUV,SHIFT_2,1702,102120.0
UNIT-001703,SUV,SHIFT_2,1703,102180.0
UNIT-001704,SEDAN,SHIFT_2,1704,102240.0
UNIT-001705,SEDAN,SHIFT_2,1705,102300.0
UNIT-001706,SEDAN,SHIFT_2,1706,102360.0
UNIT-001707,SEDAN,SHIFT_2,1707,102420.0
UNIT-001708,SUV,SHIFT_2,1708,102480.0
UNIT-001709,SUV,SHIFT_2,1709,102540.0
UNIT-001710,SEDAN,SHIFT_2,1710,102600.0
UNIT-001711,SEDAN,SHIFT_2,1711,102660.0
UNIT-001712,SUV,SHIFT_2,1712,102720.0
UNIT-001713,SEDAN,SHIFT_2,1713,102780.0
UNIT-001714,SUV,SHIFT_2,1714,102840.0
UNIT-001715,SEDAN,SHIFT_2,1715,102900.0
UNIT-001716,SUV,SHIFT_2,1716,102960.0
UNIT-001717,SEDAN,SHIFT_2,1717,103020.0
UNIT-001718,SUV,SHIFT_2,1718,103080.0
UNIT-001719,SEDAN,SHIFT_2,1719,103140.0
UNIT-001720,SEDAN,SHIFT_2,1720,103200.0
UNIT-001721,SEDAN,SHIFT_2,1721,103260.0
UNIT-001722,SEDAN,SHIFT_2,1722,103320.0
UNIT-001723,SEDAN,SHIFT_2,1723,103380.0
UNIT-001724,SUV,SHIFT_2,1724,103440.0
UNIT-001725,SEDAN,SHIFT_2,1725,103500.0
UNIT-001726,SEDAN,SHIFT_2,1726,103560.0
UNIT-001727,SEDAN,SHIFT_2,1727,103620.0
UNIT-001728,SUV,SHIFT_2,1728,103680.0
UNIT-001729,SEDAN,SHIFT_2,1729,103740.0
UNIT-001730,SEDAN,SHIFT_2,1730,103800.0
UNIT-001731,SUV,SHIFT_2,1731,103860.0
UNIT-001732,SUV,SHIFT_2,1732,103920.0
UNIT-001733,SEDAN,SHIFT_2,1733,103980.0
UNIT-001734,SEDAN,SHIFT_2,1734,104040.0
UNIT-001735,SEDAN,SHIFT_2,1735,104100.0
UNIT-001736,SEDAN,SHIFT_2,1736,104160.0
UNIT-001737,SEDAN,SHIFT_2,1737,104220.0
UNIT-001738,SEDAN,SHIFT_2,1738,104280.0
UNIT-001739,SUV,SHIFT_2,1739,104340.0
UNIT-001740,SEDAN,SHIFT_2,1740,104400.0
UNIT-001741,SUV,SHIFT_2,1741,104460.0
UNIT-001742,SEDAN,SHIFT_2,1742,104520.0
UNIT-001743,SEDAN,SHIFT_2,1743,104580.0
UNIT-001744,SEDAN,SHIFT_2,1744,104640.0
UNIT-001745,SEDAN,SHIFT_2,1745,104700.0
UNIT-001746,SEDAN,SHIFT_2,1746,104760.0
UNIT-001747,SEDAN,SHIFT_2,1747,104820.0
UNIT-001748,SEDAN,SHIFT_2,1748,104880.0
UNIT-001749,SUV,SHIFT_2,1749,104940.0
UNIT-001750,SEDAN,SHIFT_2,1750,105000.0
UNIT-001751,SUV,SHIFT_2,1751,105060.0
UNIT-001752,SUV,SHIFT_2,1752,105120.0
UNIT-001753,SUV,SHIFT_2,1753,105180.0
UNIT-001754,SEDAN,SHIFT_2,1754,105240.0
UNIT-001755,SEDAN,SHIFT_2,1755,105300.0
UNIT-001756,SEDAN,SHIFT_2,1756,105360.0
UNIT-001757,SEDAN,SHIFT_2,1757,105420.0
UNIT-001758,SUV,SHIFT_2,1758,105480.0
UNIT-001759,SUV,SHIFT_2,1759,105540.0
UNIT-001760,SEDAN,SHIFT_2,1760,105600.0
UNIT-001761,SEDAN,SHIFT_2,1761,105660.0
UNIT-001762,SEDAN,SHIFT_2,1762,105720.0
UNIT-001763,SEDAN,SHIFT_2,1763,105780.0
UNIT-001764,SEDAN,SHIFT_2,1764,105840.0
UNIT-001765,SEDAN,SHIFT_2,1765,105900.0
UNIT-001766,SUV,SHIFT_2,1766,105960.0
UNIT-001767,SEDAN,SHIFT_2,1767,106020.0
UNIT-001768,SEDAN,SHIFT_2,1768,106080.0
UNIT-001769,SUV,SHIFT_2,1769,106140.0
UNIT-001770,SEDAN,SHIFT_2,1770,106200.0
UNIT-001771,SEDAN,SHIFT_2,1771,106260.0
UNIT-001772,SEDAN,SHIFT_2,1772,106320.0
UNIT-001773,SUV,SHIFT_2,1773,106380.0
UNIT-001774,SUV,SHIFT_2,1774,106440.0
UNIT-001775,SEDAN,SHIFT_2,1775,106500.0
UNIT-001776,SUV,SHIFT_2,1776,106560.0
UNIT-001777,SEDAN,SHIFT_2,1777,106620.0
UNIT-001778,SEDAN,SHIFT_2,1778,106680.0
UNIT-001779,SUV,SHIFT_2,1779,106740.0
UNIT-001780,SEDAN,SHIFT_2,1780,106800.0
UNIT-001781,SEDAN,SHIFT_2,1781,106860.0
UNIT-001782,SEDAN,SHIFT_2,1782,106920.0
UNIT-001783,SUV,SHIFT_2,1783,106980.0
UNIT-001784,SUV,SHIFT_2,1784,107040.0
UNIT-001785,SUV,SHIFT_2,1785,107100.0
UNIT-001786,SUV,SHIFT_2,1786,107160.0
UNIT-001787,SEDAN,SHIFT_2,1787,107220.0
UNIT-001788,SEDAN,SHIFT_2,1788,107280.0
UNIT-001789,SEDAN,SHIFT_2,1789,107340.0
UNIT-001790,SEDAN,SHIFT_2,1790,107400.0
UNIT-001791,SEDAN,SHIFT_2,1791,107460.0
UNIT-001792,SUV,SHIFT_2,1792,107520.0
UNIT-001793,SEDAN,SHIFT_2,1793,107580.0
UNIT-001794,SUV,SHIFT_2,1794,107640.0
UNIT-001795,SEDAN,SHIFT_2,1795,107700.0
UNIT-001796,SEDAN,SHIFT_2,1796,107760.0
UNIT-001797,SEDAN,SHIFT_2,1797,107820.0
UNIT-001798,SUV,SHIFT_2,1798,107880.0
UNIT-001799,SUV,SHIFT_2,1799,107940.0
UNIT-001800,SEDAN,SHIFT_2,1800,108000.0
UNIT-001801,SEDAN,SHIFT_2,1801,108060.0
UNIT-001802,SUV,SHIFT_2,1802,108120.0
UNIT-001803,SUV,SHIFT_2,1803,108180.0
UNIT-001804,SUV,SHIFT_2,1804,108240.0
UNIT-001805,SEDAN,SHIFT_2,1805,108300.0
UNIT-001806,SEDAN,SHIFT_2,1806,108360.0
UNIT-001807,SEDAN,SHIFT_2,1807,108420.0
UNIT-001808,SEDAN,SHIFT_2,1808,108480.0
UNIT-001809,SUV,SHIFT_2,1809,108540.0
UNIT-001810,SEDAN,SHIFT_2,1810,108600.0
UNIT-001811,SUV,SHIFT_2,1811,108660.0
UNIT-001812,SUV,SHIFT_2,1812,108720.0
UNIT-001813,SEDAN,SHIFT_2,1813,108780.0
UNIT-001814,SEDAN,SHIFT_2,1814,108840.0
UNIT-001815,SUV,SHIFT_2,1815,108900.0
UNIT-001816,SUV,SHIFT_2,1816,108960.0
UNIT-001817,SEDAN,SHIFT_2,1817,109020.0
UNIT-001818,SEDAN,SHIFT_2,1818,109080.0
UNIT-001819,SEDAN,SHIFT_2,1819,109140.0
UNIT-001820,SEDAN,SHIFT_2,1820,109200.0
UNIT-001821,SEDAN,SHIFT_2,1821,109260.0
UNIT-001822,SEDAN,SHIFT_2,1822,109320.0
UNIT-001823,SEDAN,SHIFT_2,1823,109380.0
UNIT-001824,SEDAN,SHIFT_2,1824,109440.0
UNIT-001825,SEDAN,SHIFT_2,1825,109500.0
UNIT-001826,SEDAN,SHIFT_2,1826,109560.0
UNIT-001827,SEDAN,SHIFT_2,1827,109620.0
UNIT-001828,SEDAN,SHIFT_2,1828,109680.0
UNIT-001829,SEDAN,SHIFT_2,1829,109740.0
UNIT-001830,SUV,SHIFT_2,1830,109800.0
UNIT-001831,SEDAN,SHIFT_2,1831,109860.0
UNIT-001832,SUV,SHIFT_2,1832,109920.0
UNIT-001833,SEDAN,SHIFT_2,1833,109980.0
UNIT-001834,SUV,SHIFT_2,1834,110040.0
UNIT-001835,SEDAN,SHIFT_2,1835,110100.0
UNIT-001836,SEDAN,SHIFT_2,1836,110160.0
UNIT-001837,SUV,SHIFT_2,1837,110220.0
UNIT-001838,SEDAN,SHIFT_2,1838,110280.0
UNIT-001839,SEDAN,SHIFT_2,1839,110340.0
UNIT-001840,SEDAN,SHIFT_2,1840,110400.0
UNIT-001841,SEDAN,SHIFT_2,1841,110460.0
UNIT-001842,SEDAN,SHIFT_2,1842,110520.0
UNIT-001843,SEDAN,SHIFT_2,1843,110580.0
UNIT-001844,SUV,SHIFT_2,1844,110640.0
UNIT-001845,SEDAN,SHIFT_2,1845,110700.0
UNIT-001846,SEDAN,SHIFT_2,1846,110760.0
UNIT-001847,SEDAN,SHIFT_2,1847,110820.0
UNIT-001848,SEDAN,SHIFT_2,1848,110880.0
UNIT-001849,SUV,SHIFT_2,1849,110940.0
UNIT-001850,SEDAN,SHIFT_2,1850,111000.0
UNIT-001851,SUV,SHIFT_2,1851,111060.0
UNIT-001852,SEDAN,SHIFT_2,1852,111120.0
UNIT-001853,SEDAN,SHIFT_2,1853,111180.0
UNIT-001854,SEDAN,SHIFT_2,1854,111240.0
UNIT-001855,SEDAN,SHIFT_2,1855,111300.0
UNIT-001856,SEDAN,SHIFT_2,1856,111360.0
UNIT-001857,SEDAN,SHIFT_2,1857,111420.0
UNIT-001858,SEDAN,SHIFT_2,1858,111480.0
UNIT-001859,SUV,SHIFT_2,1859,111540.0
UNIT-001860,SEDAN,SHIFT_2,1860,111600.0
UNIT-001861,SUV,SHIFT_2,1861,111660.0
UNIT-001862,SEDAN,SHIFT_2,1862,111720.0
UNIT-001863,SEDAN,SHIFT_2,1863,111780.0
UNIT-001864,SUV,SHIFT_2,1864,111840.0
UNIT-001865,SEDAN,SHIFT_2,1865,111900.0
UNIT-001866,SEDAN,SHIFT_2,1866,111960.0
UNIT-001867,SEDAN,SHIFT_2,1867,112020.0
UNIT-001868,SUV,SHIFT_2,1868,112080.0
UNIT-001869,SUV,SHIFT_2,1869,112140.0
UNIT-001870,SEDAN,SHIFT_2,1870,112200.0
UNIT-001871,SEDAN,SHIFT_2,1871,112260.0
UNIT-001872,SUV,SHIFT_2,1872,112320.0
UNIT-001873,SUV,SHIFT_2,1873,112380.0
UNIT-001874,SUV,SHIFT_2,1874,112440.0
UNIT-001875,SEDAN,SHIFT_2,1875,112500.0
UNIT-001876,SUV,SHIFT_2,1876,112560.0
UNIT-001877,SEDAN,SHIFT_2,1877,112620.0
UNIT-001878,SEDAN,SHIFT_2,1878,112680.0
UNIT-001879,SEDAN,SHIFT_2,1879,112740.0
UNIT-001880,SUV,SHIFT_2,1880,112800.0
UNIT-001881,SEDAN,SHIFT_2,1881,112860.0
UNIT-001882,SEDAN,SHIFT_2,1882,112920.0
UNIT-001883,SUV,SHIFT_2,1883,112980.0
UNIT-001884,SEDAN,SHIFT_2,1884,113040.0
UNIT-001885,SEDAN,SHIFT_2,1885,113100.0
UNIT-001886,SEDAN,SHIFT_2,1886,113160.0
UNIT-001887,SUV,SHIFT_2,1887,113220.0
UNIT-001888,SUV,SHIFT_2,1888,113280.0
UNIT-001889,SUV,SHIFT_2,1889,113340.0
UNIT-001890,SEDAN,SHIFT_2,1890,113400.0
UNIT-001891,SUV,SHIFT_2,1891,113460.0
UNIT-001892,SEDAN,SHIFT_2,1892,113520.0
UNIT-001893,SUV,SHIFT_2,1893,113580.0
UNIT-001894,SEDAN,SHIFT_2,1894,113640.0
UNIT-001895,SEDAN,SHIFT_2,1895,113700.0
UNIT-001896,SEDAN,SHIFT_2,1896,113760.0
UNIT-001897,SUV,SHIFT_2,1897,113820.0
UNIT-001898,SEDAN,SHIFT_2,1898,113880.0
UNIT-001899,SUV,SHIFT_2,1899,113940.0
UNIT-001900,SEDAN,SHIFT_2,1900,114000.0
UNIT-001901,SEDAN,SHIFT_2,1901,114060.0
UNIT-001902,SEDAN,SHIFT_2,1902,114120.0
UNIT-001903,SEDAN,SHIFT_2,1903,114180.0
UNIT-001904,SEDAN,SHIFT_2,1904,114240.0
UNIT-001905,SUV,SHIFT_2,1905,114300.0
UNIT-001906,SUV,SHIFT_2,1906,114360.0
UNIT-001907,SUV,SHIFT_2,1907,114420.0
UNIT-001908,SEDAN,SHIFT_2,1908,114480.0
UNIT-001909,SUV,SHIFT_2,1909,114540.0
UNIT-001910,SEDAN,SHIFT_2,1910,114600.0
UNIT-001911,SUV,SHIFT_2,1911,114660.0
UNIT-001912,SUV,SHIFT_2,1912,114720.0
UNIT-001913,SUV,SHIFT_2,1913,114780.0
UNIT-001914,SUV,SHIFT_2,1914,114840.0
UNIT-001915,SEDAN,SHIFT_2,1915,114900.0
UNIT-001916,SEDAN,SHIFT_2,1916,114960.0
UNIT-001917,SUV,SHIFT_2,1917,115020.0
UNIT-001918,SEDAN,SHIFT_2,1918,115080.0
UNIT-001919,SEDAN,SHIFT_2,1919,115140.0
